"","Month","Year","Region","Station","Latitude","Longitude","Replicate","Species","BraunBlanquet","Scallops","Urchins","Grass.or.Algae","Total.SAV","Total.Grass","Total.macroAlgae","Epipyhte.Denstiy","Blade_Length_Avg_cm","Blade_Width_Avg_cm","Shoots.per.m2","Sediment.type"
"17491","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,1,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17492","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17493","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17494","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,2,"TTES","5",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17495","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,2,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17496","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,2,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17497","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17498","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,3,"TTES","5",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17499","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,3,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17500","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17501","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,4,"TTES","4",NA,NA,"Seagrass","5","5","2","LIGHT",NA,NA,NA,"Silt Shell"
"17502","August",2010,"St. Martins Marsh","SID12",28.7976221,-82.7597312,4,"PCAP","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17503","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,1,"HWRI","4",NA,NA,"Seagrass","4","4","3","CLEAN",NA,NA,NA,"Silt Shell"
"17504","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,1,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17505","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17506","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,2,"TTES","4",NA,NA,"Seagrass","4","4","2","CLEAN",NA,NA,NA,"Silt Shell"
"17507","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,2,"PCAP","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17508","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,3,"TTES","5",NA,NA,"Seagrass","5","5","2","CLEAN",NA,NA,NA,"Silt Shell"
"17509","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,3,"PCAP","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17510","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,4,"TTES","5",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17511","August",2010,"St. Martins Marsh","SID13",28.7976218,-82.7407315,4,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17512","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,1,"DRIFT","1",NA,NA,"Algae","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17513","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,1,"TTES","4",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17514","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,1,"HWRI","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17515","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17516","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,1,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17517","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"TTES","2",NA,NA,"Seagrass","3","2","1","LIGHT",NA,NA,NA,"Silt Shell"
"17518","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17519","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17520","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17521","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17522","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"UFLA","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17523","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"DSIM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17524","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17525","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,2,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17526","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,3,"TTES","5",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17527","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,3,"HWRI","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17528","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,3,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17529","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,3,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17530","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,4,"TTES","3",NA,NA,"Seagrass","4","4","1","LIGHT",NA,NA,NA,"Silt Shell"
"17531","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,4,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17532","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,4,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17533","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,4,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17534","August",2010,"St. Martins Marsh","SID14",28.7976215,-82.7217319,4,"DRIFT","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17535","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,1,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"MODERATE",NA,NA,NA,"Silt Shell"
"17536","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,1,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17537","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,2,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Silt Shell"
"17538","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,2,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17539","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,3,"HWRI","4",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Silt Shell"
"17540","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,3,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17541","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,4,"HWRI","5",NA,NA,"Seagrass","5","5",NA,"MODERATE",NA,NA,NA,"Silt Shell"
"17542","August",2010,"St. Martins Marsh","SID15",28.7976212,-82.7027322,4,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17543","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,1,"TTES","5",NA,NA,"Seagrass","5","5","1","HEAVY",NA,NA,NA,"Silt Shell"
"17544","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,1,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17545","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,1,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17546","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17547","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17548","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,2,"TTES","5",NA,NA,"Seagrass","5","5","2","HEAVY",NA,NA,NA,"Silt Shell"
"17549","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,2,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17550","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,2,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17551","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,2,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17552","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,2,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17553","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17554","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"DRIFT","4","1",NA,"Algae","3","1","2","HEAVY",NA,NA,NA,"Silt Shell"
"17555","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17556","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17557","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17558","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17559","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"UFLA","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17560","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17561","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17562","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,4,"TTES","4",NA,NA,"Seagrass","5","5","1","HEAVY",NA,NA,NA,"Silt Shell"
"17563","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,4,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17564","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,4,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17565","August",2010,"St. Martins Marsh","SID16",28.7809556,-82.7787312,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17566","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,1,"TTES","4",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17567","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,1,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17568","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,1,"DRIFT","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17569","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,1,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17570","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,1,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17571","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,1,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17572","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,2,"DRIFT","1",NA,NA,"Algae","4","4","1","LIGHT",NA,NA,NA,"Silt Shell"
"17573","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,2,"TTES","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17574","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,2,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17575","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,2,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17576","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,2,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17577","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,3,"TTES","3",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17578","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,3,"SFIL","3",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17579","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,3,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17580","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,3,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17581","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17582","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,4,"TTES","4",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17583","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,4,"SFIL","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17584","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17585","August",2010,"St. Martins Marsh","SID17",28.7809553,-82.7597315,4,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17586","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,1,"DSIM","2",NA,NA,"Algae","3",NA,"3","LIGHT",NA,NA,NA,"Sand Shell"
"17587","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17588","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,1,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17589","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17590","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,1,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17591","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,2,"DSIM","1",NA,NA,"Algae","1",NA,"1","LIGHT",NA,NA,NA,"Sand Shell"
"17592","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,2,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17593","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,2,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17594","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17595","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,3,"TTES","5",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt Shell"
"17596","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17597","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,3,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17598","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,4,"TTES","3",NA,NA,"Seagrass","3","3","1","LIGHT",NA,NA,NA,"Sand Shell"
"17599","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,4,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17600","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,4,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17601","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17602","August",2010,"St. Martins Marsh","SID18",28.780955,-82.7407318,4,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17603","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,1,"HWRI","3",NA,NA,"Seagrass","3","3",NA,"LIGHT",NA,NA,NA,"Silt"
"17604","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,1,"TTES","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17605","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,2,"TTES","5",NA,NA,"Seagrass","5","5",NA,"LIGHT",NA,NA,NA,"Silt"
"17606","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,3,"TTES","4",NA,NA,"Seagrass","4","4","2","LIGHT",NA,NA,NA,"Silt"
"17607","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,3,"CPRO","2",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17608","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,4,"TTES","5",NA,NA,"Seagrass","5","5","1","LIGHT",NA,NA,NA,"Silt"
"17609","August",2010,"St. Martins Marsh","SID19",28.7809547,-82.7217322,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17610","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,1,"UFLA","1",NA,NA,"Algae","2",NA,"2","LIGHT",NA,NA,NA,"Silt"
"17611","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,1,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17612","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17613","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17614","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,1,"DSIM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17615","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,1,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17616","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,2,"HENG","3",NA,NA,"Seagrass","3","3","1","LIGHT",NA,NA,NA,"Silt Shell"
"17617","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,2,"SFIL","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17618","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17619","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,3,"SFIL","1",NA,NA,"Seagrass","1","1","1","LIGHT",NA,NA,NA,"Silt Shell"
"17620","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,3,"UFLA","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17621","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,3,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17622","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17623","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,4,"SFIL","1",NA,NA,"Seagrass","1","1","1","LIGHT",NA,NA,NA,"Silt Shell"
"17624","August",2010,"St. Martins Marsh","SID20",28.7809545,-82.7027325,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17625","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,1,"SFIL","2",NA,NA,"Seagrass","5","5","1","MODERATE",NA,NA,NA,"Sand Shell"
"17626","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,1,"TTES","5",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17627","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,1,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17628","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,1,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17629","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"TTES","2",NA,NA,"Seagrass","4","3","2","MODERATE",NA,NA,NA,"Sand Shell"
"17630","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"SFIL","2",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17631","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"SXXX","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17632","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17633","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17634","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17635","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17636","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17637","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17638","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"ACRE","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17639","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"CLAN","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17640","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17641","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,2,"ASTE","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17642","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"SFIL","1",NA,NA,"Seagrass","3","1","3","LIGHT",NA,NA,NA,"Sand Shell"
"17643","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"HWRI","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17644","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17645","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17646","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"PDUM","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17647","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"UFLA","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17648","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"TTES","1",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
"17649","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"HINC","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17650","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"CASH","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17651","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"ACRE","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17652","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,3,"ASTE","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17653","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,4,"DRIFT","1",NA,NA,"Algae","5","5","1","MODERATE",NA,NA,NA,"Sand Shell"
"17654","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,4,"PCAP","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17655","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,4,"CPRO","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,""
"17656","August",2010,"St. Martins Marsh","SID21",28.7642888,-82.7787315,4,"TTES","5",NA,NA,"Seagrass",NA,NA,NA,NA,NA,NA,NA,""
