"","Reference","Sampling_Date","Gear_Description","Longitude","Latitude","Scientificname","Commonname","Number_pertow","Number_per100sqm","BottomVegCover","Vegetated","TH_Coverage","SY_Coverage","HA_Coverage"
"11925","CHM2015060402",2015-06-10,"6.1m otter trawl",-82.117833,26.849333,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"11926","CHM2015060405",2015-06-10,"6.1m otter trawl",-82.138833,26.8159,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"11927","CHM2015060406",2015-06-10,"6.1m otter trawl",-82.081283,26.817633,"Portunus spp.","Portunus Crabs",4,0.00256983527355896,0,0,0,0,0
"11928","CHM2015060408",2015-06-10,"6.1m otter trawl",-82.0678,26.855666,"Limulus polyphemus","Horseshoe Crab",1,0.000613256144826571,0,0,0,0,0
"11929","CHM2015060408",2015-06-10,"6.1m otter trawl",-82.0678,26.855666,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"11930","CHM2015060502",2015-06-04,"21.3m seine",-82.148766,26.813466,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,90,0,0
"11931","CHM2015060503",2015-06-04,"183m seine",-82.156616,26.854466,"Limulus polyphemus","Horseshoe Crab",1,0.0242718446601942,50,1,40,0,10
"11932","CHM2015060503",2015-06-04,"183m seine",-82.156616,26.854466,"Argopecten irradians","Bay Scallop",1,0.0242718446601942,50,1,40,0,10
"11933","CHM2015060608",2015-06-05,"6.1m otter trawl",-82.099833,26.6664,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,75,1,75,0,0
"11934","CHM2015060701",2015-06-03,"183m seine",-82.069466,26.643083,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,60,1,0,0,60
"11935","CHM2015060702",2015-06-03,"21.3m seine",-82.06885,26.65365,"Callinectes sapidus","Blue Crab",1,0.714285714285714,20,1,0,0,20
"11936","CHM2015060703",2015-06-03,"183m seine",-82.083516,26.662783,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"11937","CHM2015060804",2015-06-19,"21.3m seine",-82.263833,26.78085,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"11938","CHM2015060901",2015-06-25,"6.1m otter trawl",-82.258,26.819583,"Callinectes sapidus","Blue Crab",5,0.00562151466091024,100,1,90,10,0
"11939","CHM2015060902",2015-06-25,"6.1m otter trawl",-82.2631,26.809816,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,90,1,54,36,0
"11940","CHM2015060902",2015-06-25,"6.1m otter trawl",-82.2631,26.809816,"Menippe spp.","Stone Crab",1,0.00112430293218205,90,1,54,36,0
"11941","CHM2015061405",2015-06-22,"21.3m seine",-82.270666,26.8241,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,63,27,0
"11942","CHM2015061601",2015-06-11,"183m seine",-82.222766,26.661516,"Callinectes sapidus","Blue Crab",5,0.121359223300971,90,1,45,27,18
"11943","CHM2015061602",2015-06-11,"183m seine",-82.213416,26.69195,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,100,1,60,10,30
"11944","CHM2015061604",2015-06-11,"183m seine",-82.2236,26.627316,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,80,1,64,0,16
"11945","CHM2015061605",2015-06-11,"183m seine",-82.195433,26.6597,"Callinectes sapidus","Blue Crab",9,0.218446601941748,90,1,81,0,9
"11946","CHM2015061704",2015-06-24,"6.1m otter trawl",-82.2417,26.717183,"Portunus spp.","Portunus Crabs",72,0.0441544424275131,0,0,0,0,0
"11947","CHM2015061704",2015-06-24,"6.1m otter trawl",-82.2417,26.717183,"Argopecten irradians","Bay Scallop",7,0.004292793013786,0,0,0,0,0
"11948","CHM2015061705",2015-06-24,"6.1m otter trawl",-82.237533,26.6918,"Menippe spp.","Stone Crab",1,0.00112430293218205,95,1,95,0,0
"11949","CHM2015061706",2015-06-24,"6.1m otter trawl",-82.224366,26.689883,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,70,1,49,21,0
"11950","CHM2015061708",2015-06-24,"6.1m otter trawl",-82.201833,26.658883,"Portunus spp.","Portunus Crabs",4,0.00245302457930628,0,0,0,0,0
"11951","CHM2015061708",2015-06-24,"6.1m otter trawl",-82.201833,26.658883,"Menippe spp.","Stone Crab",2,0.00122651228965314,0,0,0,0,0
"11952","CHM2015061803",2015-06-15,"6.1m otter trawl",-82.14975,26.5899,"Callinectes sapidus","Blue Crab",5,0.00562151466091024,100,1,90,10,0
"11953","CHM2015061803",2015-06-15,"6.1m otter trawl",-82.14975,26.5899,"Argopecten irradians","Bay Scallop",3,0.00337290879654614,100,1,90,10,0
"11954","CHM2015061806",2015-06-15,"6.1m otter trawl",-82.183033,26.53505,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,90,1,63,27,0
"11955","CHM2015061806",2015-06-15,"6.1m otter trawl",-82.183033,26.53505,"Portunus spp.","Portunus Crabs",3,0.00337290879654614,90,1,63,27,0
"11956","CHM2015061906",2015-06-16,"6.1m otter trawl",-82.198066,26.619316,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,60,1,30,30,0
"11957","CHM2015061906",2015-06-16,"6.1m otter trawl",-82.198066,26.619316,"Menippe spp.","Stone Crab",1,0.00112430293218205,60,1,30,30,0
"11958","CHM2015062102",2015-06-24,"183m seine",-82.1808,26.53095,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,70,1,56,0,14
"11959","CHM2015062103",2015-06-24,"183m seine",-82.146266,26.587066,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,80,1,64,0,16
"11960","CHM2015070106",2015-07-13,"6.1m otter trawl",-82.230616,26.96535,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"11961","CHM2015070111",2015-07-13,"6.1m otter trawl",-82.250783,26.998333,"Callinectes sapidus","Blue Crab",4,0.00449721172872819,0,0,0,0,0
"11962","CHM2015070201",2015-07-27,"6.1m otter trawl",-82.06445,26.947416,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
"11963","CHM2015070206",2015-07-27,"6.1m otter trawl",-82.037216,26.957566,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"11964","CHM2015070207",2015-07-27,"6.1m otter trawl",-82.026233,26.958966,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"11965","CHM2015070301",2015-07-24,"183m seine",-82.182483,26.925183,"Callinectes sapidus","Blue Crab",6,0.145631067961165,0,0,0,0,0
"11966","CHM2015070304",2015-07-24,"183m seine",-82.061716,26.8692,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,75,1,0,0,75
"11967","CHM2015070701",2015-07-17,"183m seine",-82.069083,26.751366,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,60,1,0,0,60
"11968","CHM2015071002",2015-07-28,"6.1m otter trawl",-82.243766,26.798166,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,80,1,40,24,16
"11969","CHM2015071003",2015-07-28,"6.1m otter trawl",-82.245716,26.8027,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,60,0,40
"11970","CHM2015071004",2015-07-28,"6.1m otter trawl",-82.230266,26.781016,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,60,1,24,36,0
"11971","CHM2015071202",2015-07-22,"183m seine",-82.119116,26.523733,"Argopecten irradians","Bay Scallop",1,0.0242718446601942,90,1,54,0,36
"11972","CHM2015071204",2015-07-22,"183m seine",-82.193483,26.547183,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,90,1,72,0,18
"11973","CHM2015071303",2015-07-21,"183m seine",-82.22215,26.660883,"Callinectes sapidus","Blue Crab",5,0.121359223300971,80,1,64,0,16
"11974","CHM2015071304",2015-07-21,"183m seine",-82.198883,26.668033,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,64,0,16
"11975","CHM2015071402",2015-07-23,"183m seine",-82.1855,26.6837,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,100,1,100,0,0
"11976","CHM2015071404",2015-07-23,"183m seine",-82.195566,26.708316,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,90,1,72,0,18
"11977","CHM2015071506",2015-07-02,"6.1m otter trawl",-82.1807,26.530833,"Callinectes sapidus","Blue Crab",7,0.00787012052527433,100,1,100,0,0
"11978","CHM2015071506",2015-07-02,"6.1m otter trawl",-82.1807,26.530833,"Portunus spp.","Portunus Crabs",2,0.00224860586436409,100,1,100,0,0
"11979","CHM2015071506",2015-07-02,"6.1m otter trawl",-82.1807,26.530833,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,100,0,0
"11980","CHM2015071605",2015-07-08,"6.1m otter trawl",-82.217933,26.614416,"Menippe spp.","Stone Crab",3,0.00183976843447971,0,0,0,0,0
"11981","CHM2015071607",2015-07-08,"6.1m otter trawl",-82.164233,26.598116,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,100,0,0
"11982","CHM2015071706",2015-07-01,"6.1m otter trawl",-82.205016,26.66755,"Portunus spp.","Portunus Crabs",3,0.00183976843447971,0,0,0,0,0
"11983","CHM2015071706",2015-07-01,"6.1m otter trawl",-82.205016,26.66755,"Menippe spp.","Stone Crab",2,0.00122651228965314,0,0,0,0,0
"11984","CHM2015071708",2015-07-01,"6.1m otter trawl",-82.191833,26.68445,"Portunus spp.","Portunus Crabs",2,0.00122651228965314,0,0,0,0,0
"11985","CHM2015071708",2015-07-01,"6.1m otter trawl",-82.191833,26.68445,"Menippe spp.","Stone Crab",2,0.00122651228965314,0,0,0,0,0
"11986","CHM2015080101",2015-08-27,"6.1m otter trawl",-82.170033,26.933216,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
"11987","CHM2015080203",2015-08-26,"6.1m otter trawl",-82.0551,26.94755,"Limulus polyphemus","Horseshoe Crab",3,0.00337290879654614,0,0,0,0,0
"11988","CHM2015080205",2015-08-26,"21.3m seine",-82.06085,26.951983,"Limulus polyphemus","Horseshoe Crab",1,1.47058823529412,0,0,0,0,0
"11989","CHM2015080211",2015-08-26,"6.1m otter trawl",-82.052333,26.9487,"Limulus polyphemus","Horseshoe Crab",1,0.00112430293218205,0,0,0,0,0
"11990","CHM2015080301",2015-08-11,"183m seine",-82.170383,26.89405,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,50,1,15,0,35
"11991","CHM2015080803",2015-08-06,"183m seine",-82.23845,26.786483,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,95,1,47.5,19,28.5
"11992","CHM2015080906",2015-08-10,"6.1m otter trawl",-82.266633,26.819083,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,80,1,32,16,32
"11993","CHM2015080907",2015-08-10,"6.1m otter trawl",-82.265666,26.8283,"Portunus spp.","Portunus Crabs",4,0.00449721172872819,80,1,48,32,0
"11994","CHM2015080907",2015-08-10,"6.1m otter trawl",-82.265666,26.8283,"Menippe spp.","Stone Crab",1,0.00112430293218205,80,1,48,32,0
"11995","CHM2015080908",2015-08-10,"6.1m otter trawl",-82.2816,26.818466,"Limulus polyphemus","Horseshoe Crab",1,0.000613256144826571,0,0,0,0,0
"11996","CHM2015080908",2015-08-10,"6.1m otter trawl",-82.2816,26.818466,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
"11997","CHM2015081001",2015-08-18,"6.1m otter trawl",-82.1563,26.733616,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"11998","CHM2015081001",2015-08-18,"6.1m otter trawl",-82.1563,26.733616,"Menippe spp.","Stone Crab",4,0.00245302457930628,0,0,0,0,0
"11999","CHM2015081002",2015-08-18,"6.1m otter trawl",-82.190333,26.728983,"Portunus spp.","Portunus Crabs",33,0.0212011410068615,0,0,0,0,0
"12000","CHM2015081002",2015-08-18,"6.1m otter trawl",-82.190333,26.728983,"Menippe spp.","Stone Crab",3,0.00192737645516922,0,0,0,0,0
"12001","CHM2015081003",2015-08-18,"6.1m otter trawl",-82.209533,26.735283,"Portunus spp.","Portunus Crabs",13,0.00797232988274542,0,0,0,0,0
"12002","CHM2015081003",2015-08-18,"6.1m otter trawl",-82.209533,26.735283,"Menippe spp.","Stone Crab",1,0.000613256144826571,0,0,0,0,0
"12003","CHM2015081003",2015-08-18,"6.1m otter trawl",-82.209533,26.735283,"Argopecten irradians","Bay Scallop",2,0.00122651228965314,0,0,0,0,0
"12004","CHM2015081004",2015-08-18,"6.1m otter trawl",-82.253366,26.742483,"Portunus spp.","Portunus Crabs",2,0.00134916351861846,0,0,0,0,0
"12005","CHM2015081005",2015-08-18,"6.1m otter trawl",-82.2565,26.731033,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"12006","CHM2015081005",2015-08-18,"6.1m otter trawl",-82.2565,26.731033,"Argopecten irradians","Bay Scallop",1,0.000613256144826571,0,0,0,0,0
"12007","CHM2015081008",2015-08-18,"6.1m otter trawl",-82.090216,26.719183,"Portunus spp.","Portunus Crabs",2,0.00122651228965314,0,0,0,0,0
"12008","CHM2015081008",2015-08-18,"6.1m otter trawl",-82.090216,26.719183,"Argopecten irradians","Bay Scallop",1,0.000613256144826571,0,0,0,0,0
"12009","CHM2015081206",2015-08-24,"6.1m otter trawl",-82.09315,26.66365,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
"12010","CHM2015081301",2015-08-25,"183m seine",-82.071733,26.65245,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,0,0,0,0,0
"12011","CHM2015081402",2015-08-17,"183m seine",-82.197783,26.6854,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,100,1,60,30,10
"12012","CHM2015081404",2015-08-17,"183m seine",-82.210216,26.6626,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,40,8,32
"12013","CHM2015081501",2015-08-20,"6.1m otter trawl",-82.220466,26.635433,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,100,0,0
"12014","CHM2015081501",2015-08-20,"6.1m otter trawl",-82.220466,26.635433,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,100,0,0
"12015","CHM2015081505",2015-08-20,"6.1m otter trawl",-82.1981,26.662116,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"12016","CHM2015081505",2015-08-20,"6.1m otter trawl",-82.1981,26.662116,"Menippe spp.","Stone Crab",2,0.00122651228965314,0,0,0,0,0
"12017","CHM2015081507",2015-08-20,"21.3m seine",-82.154216,26.654066,"Argopecten irradians","Bay Scallop",2,1.42857142857143,100,1,100,0,0
"12018","CHM2015081607",2015-08-07,"21.3m seine",-82.179966,26.629816,"Portunus spp.","Portunus Crabs",1,0.714285714285714,90,1,45,0,45
"12019","CHM2015081701",2015-08-13,"183m seine",-82.131833,26.5602,"Argopecten irradians","Bay Scallop",2,0.0485436893203883,90,1,36,54,0
"12020","CHM2015081702",2015-08-13,"183m seine",-82.187316,26.536883,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,24,0,56
"12021","CHM2015081802",2015-08-21,"21.3m seine",-82.124116,26.564183,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,50,0,50
"12022","CHM2015082001",2015-08-28,"183m seine",-82.1517,26.7827,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,64,0,16
"12023","CHM2015082101",2015-08-28,"6.1m otter trawl",-82.189283,26.947533,"Callinectes sapidus","Blue Crab",2,0.00122651228965314,0,0,0,0,0
"12024","CHM2015090104",2015-09-25,"6.1m otter trawl",-82.216633,26.959433,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"12025","CHM2015090108",2015-09-25,"6.1m otter trawl",-82.25075,26.998266,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"12026","CHM2015090204",2015-09-28,"6.1m otter trawl",-82.049666,26.9584,"Limulus polyphemus","Horseshoe Crab",1,0.00112430293218205,0,0,0,0,0
"12027","CHM2015090208",2015-09-28,"6.1m otter trawl",-81.998633,26.961883,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"12028","CHM2015090303",2015-09-24,"183m seine",-82.181083,26.918933,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,50,1,0,0,50
"12029","CHM2015090305",2015-09-24,"183m seine",-82.09445,26.919266,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,20,1,0,0,20
"12030","CHM2015090502",2015-09-04,"21.3m seine",-82.049283,26.8182,"Callinectes sapidus","Blue Crab",2,1.42857142857143,60,1,0,0,60
"12031","CHM2015090601",2015-09-10,"183m seine",-82.064483,26.774666,"Callinectes sapidus","Blue Crab",10,0.242718446601942,90,1,54,0,36
"12032","CHM2015090602",2015-09-10,"21.3m seine",-82.0646,26.775833,"Callinectes sapidus","Blue Crab",1,0.714285714285714,70,1,56,0,14
"12033","CHM2015090705",2015-09-16,"21.3m seine",-82.10705,26.670016,"Callinectes sapidus","Blue Crab",1,0.714285714285714,50,1,15,0,35
"12034","CHM2015091001",2015-09-14,"6.1m otter trawl",-82.262866,26.809666,"Portunus spp.","Portunus Crabs",4,0.00449721172872819,90,1,90,0,0
"12035","CHM2015091001",2015-09-14,"6.1m otter trawl",-82.262866,26.809666,"Menippe spp.","Stone Crab",4,0.00449721172872819,90,1,90,0,0
"12036","CHM2015091003",2015-09-14,"6.1m otter trawl",-82.2503,26.776883,"Portunus spp.","Portunus Crabs",2,0.00224860586436409,100,1,10,90,0
"12037","CHM2015091004",2015-09-14,"21.3m seine",-82.248183,26.769266,"Limulus polyphemus","Horseshoe Crab",1,0.714285714285714,90,1,0,0,90
"12038","CHM2015091004",2015-09-14,"21.3m seine",-82.248183,26.769266,"Callinectes sapidus","Blue Crab",6,4.28571428571429,90,1,0,0,90
"12039","CHM2015091302",2015-09-16,"183m seine",-82.222433,26.661116,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,90,1,54,0,36
"12040","CHM2015091303",2015-09-16,"183m seine",-82.19215,26.62925,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,90,1,45,9,27
"12041","CHM2015091405",2015-09-01,"6.1m otter trawl",-82.216716,26.626166,"Menippe spp.","Stone Crab",1,0.000613256144826571,50,1,50,0,0
"12042","CHM2015091503",2015-09-15,"6.1m otter trawl",-82.142366,26.5886,"Menippe spp.","Stone Crab",1,0.00112430293218205,70,1,28,42,0
"12043","CHM2015091504",2015-09-15,"6.1m otter trawl",-82.155033,26.60715,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,80,1,40,40,0
"12044","CHM2015091705",2015-09-10,"21.3m seine",-82.203683,26.570383,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"12045","CHM2015100107",2015-10-13,"6.1m otter trawl",-82.250783,26.998316,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"12046","CHM2015100203",2015-10-09,"6.1m otter trawl",-82.039183,26.960233,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"12047","CHM2015100303",2015-10-12,"183m seine",-82.165166,26.8786,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"12048","CHM2015100304",2015-10-12,"183m seine",-82.072866,26.926533,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"12049","CHM2015100408",2015-10-07,"6.1m otter trawl",-82.09075,26.827483,"Portunus spp.","Portunus Crabs",1,0.000613256144826571,0,0,0,0,0
"12050","CHM2015100504",2015-10-16,"6.1m otter trawl",-82.12975,26.796283,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
"12051","CHM2015100605",2015-10-08,"21.3m seine",-82.08855,26.674766,"Callinectes sapidus","Blue Crab",2,1.42857142857143,60,1,48,0,12
"12052","CHM2015100607",2015-10-08,"21.3m seine",-82.073966,26.726716,"Callinectes sapidus","Blue Crab",1,0.714285714285714,20,1,0,0,20
"12053","CHM2015100703",2015-10-14,"183m seine",-82.08615,26.68385,"Limulus polyphemus","Horseshoe Crab",2,0.0485436893203883,0,0,0,0,0
"12054","CHM2015100704",2015-10-14,"183m seine",-82.081633,26.7067,"Limulus polyphemus","Horseshoe Crab",13,0.315533980582524,0,0,0,0,0
"12055","CHM2015100705",2015-10-14,"183m seine",-82.08605,26.634216,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"12056","CHM2015100806",2015-10-07,"21.3m seine",-82.2486,26.765316,"Portunus spp.","Portunus Crabs",1,0.714285714285714,0,0,0,0,0
"12057","CHM2015100904",2015-10-15,"6.1m otter trawl",-82.23305,26.730283,"Portunus spp.","Portunus Crabs",2,0.00122651228965314,0,0,0,0,0
"12058","CHM2015100904",2015-10-15,"6.1m otter trawl",-82.23305,26.730283,"Argopecten irradians","Bay Scallop",10,0.00613256144826571,0,0,0,0,0
"12059","CHM2015101002",2015-10-22,"6.1m otter trawl",-82.2206,26.66065,"Menippe spp.","Stone Crab",1,0.00112430293218205,80,1,32,48,0
"12060","CHM2015101003",2015-10-22,"6.1m otter trawl",-82.202183,26.7017,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,60,40,0
"12061","CHM2015101003",2015-10-22,"6.1m otter trawl",-82.202183,26.7017,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,100,1,60,40,0
"12062","CHM2015101103",2015-10-19,"183m seine",-82.2175,26.675883,"Argopecten irradians","Bay Scallop",1,0.0242718446601942,95,1,66.5,28.5,0
"12063","CHM2015101304",2015-10-26,"6.1m otter trawl",-82.18835,26.62235,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,100,0,0
"12064","CHM2015101305",2015-10-26,"6.1m otter trawl",-82.177966,26.641116,"Menippe spp.","Stone Crab",1,0.00112430293218205,70,1,70,0,0
"12065","CHM2015101305",2015-10-26,"6.1m otter trawl",-82.177966,26.641116,"Argopecten irradians","Bay Scallop",1,0.00112430293218205,70,1,70,0,0
"12066","CHM2015101502",2015-10-28,"6.1m otter trawl",-82.17595,26.56485,"Menippe spp.","Stone Crab",8,0.00490604915861257,0,0,0,0,0
"12067","CHM2015101503",2015-10-28,"6.1m otter trawl",-82.17715,26.5292,"Menippe spp.","Stone Crab",5,0.00306628072413286,0,0,0,0,0
"12068","CHM2015101506",2015-10-28,"6.1m otter trawl",-82.133916,26.54105,"Menippe spp.","Stone Crab",2,0.00122651228965314,0,0,0,0,0
"12069","CHM2015110102",2015-11-09,"6.1m otter trawl",-82.225666,26.962216,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"12070","CHM2015110107",2015-11-09,"21.3m seine",-82.227,26.985233,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"12071","CHM2015110404",2015-11-18,"21.3m seine",-82.174016,26.945566,"Callinectes sapidus","Blue Crab",1,0.714285714285714,60,1,0,0,60
"12072","CHM2015110504",2015-11-02,"21.3m seine",-82.155483,26.8458,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"12073","CHM2015110707",2015-11-05,"21.3m seine",-82.056566,26.803216,"Limulus polyphemus","Horseshoe Crab",1,0.714285714285714,0,0,0,0,0
"12074","CHM2015110708",2015-11-05,"21.3m seine",-82.0654,26.795366,"Callinectes sapidus","Blue Crab",2,1.42857142857143,80,1,24,0,56
"12075","CHM2015110802",2015-11-12,"183m seine",-82.083533,26.65845,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,30,1,15,0,15
"12076","CHM2015110803",2015-11-12,"183m seine",-82.049116,26.818233,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"12077","CHM2015110804",2015-11-12,"183m seine",-82.0629,26.7844,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,75,1,75,0,0
"12078","CHM2015111002",2015-11-03,"6.1m otter trawl",-82.180866,26.802016,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,100,1,70,0,30
"12079","CHM2015111004",2015-11-03,"21.3m seine",-82.253283,26.77095,"Callinectes sapidus","Blue Crab",8,5.71428571428571,50,1,0,0,50
"12080","CHM2015111006",2015-11-03,"6.1m otter trawl",-82.261666,26.7926,"Menippe spp.","Stone Crab",3,0.00183976843447971,100,1,60,20,20
"12081","CHM2015111008",2015-11-03,"6.1m otter trawl",-82.2624,26.811483,"Menippe spp.","Stone Crab",3,0.00337290879654614,80,1,56,24,0
"12082","CHM2015111202",2015-11-18,"6.1m otter trawl",-82.1585,26.716683,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,75,1,15,0,60
"12083","CHM2015111202",2015-11-18,"6.1m otter trawl",-82.1585,26.716683,"Menippe spp.","Stone Crab",1,0.00112430293218205,75,1,15,0,60
"12084","CHM2015111203",2015-11-18,"6.1m otter trawl",-82.16875,26.7129,"Portunus spp.","Portunus Crabs",3,0.00183976843447971,0,0,0,0,0
"12085","CHM2015111203",2015-11-18,"6.1m otter trawl",-82.16875,26.7129,"Menippe spp.","Stone Crab",17,0.0104253544620517,0,0,0,0,0
"12086","CHM2015111204",2015-11-18,"6.1m otter trawl",-82.185333,26.719816,"Portunus spp.","Portunus Crabs",35,0.0224860586436409,0,0,0,0,0
"12087","CHM2015111204",2015-11-18,"6.1m otter trawl",-82.185333,26.719816,"Menippe spp.","Stone Crab",6,0.00385475291033845,0,0,0,0,0
"12088","CHM2015111205",2015-11-18,"6.1m otter trawl",-82.222883,26.70165,"Portunus spp.","Portunus Crabs",13,0.00797232988274542,0,0,0,0,0
"12089","CHM2015111205",2015-11-18,"6.1m otter trawl",-82.222883,26.70165,"Menippe spp.","Stone Crab",49,0.030049551096502,0,0,0,0,0
"12090","CHM2015111308",2015-11-19,"6.1m otter trawl",-82.139333,26.572616,"Menippe spp.","Stone Crab",2,0.00224860586436409,100,1,0,100,0
"12091","CHM2015111309",2015-11-19,"21.3m seine",-82.1736,26.6421,"Callinectes sapidus","Blue Crab",13,9.28571428571429,100,1,80,0,20
"12092","CHM2015111405",2015-11-17,"183m seine",-82.20885,26.586166,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"12093","CHM2015111501",2015-11-12,"6.1m otter trawl",-82.137433,26.561516,"Menippe spp.","Stone Crab",35,0.02146396506893,100,1,30,70,0
"12094","CHM2015111509",2015-11-12,"6.1m otter trawl",-82.15145,26.529483,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,90,1,45,36,9
"12095","CHM2015111601",2015-11-16,"183m seine",-82.147883,26.585533,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,90,1,72,0,18
"12096","CHM2015120101",2015-12-07,"21.3m seine",-82.226066,26.955933,"Callinectes sapidus","Blue Crab",4,5.88235294117647,0,0,0,0,0
"12097","CHM2015120102",2015-12-07,"6.1m otter trawl",-82.2331,26.96965,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"12098","CHM2015120105",2015-12-07,"21.3m seine",-82.231766,26.97175,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"12099","CHM2015120106",2015-12-07,"21.3m seine",-82.235666,26.965233,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"12100","CHM2015120204",2015-12-16,"6.1m otter trawl",-82.014816,26.96035,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"12101","CHM2015120205",2015-12-16,"6.1m otter trawl",-82.02435,26.958033,"Callinectes sapidus","Blue Crab",4,0.00449721172872819,0,0,0,0,0
"12102","CHM2015120208",2015-12-16,"6.1m otter trawl",-82.100683,26.940533,"Callinectes sapidus","Blue Crab",1,0.000613256144826571,0,0,0,0,0
