OBJECTID,Survey,StartDepth,Lat_DD,Long_DD,SDate,Depth_1,Temp_1,pH_1,Salinity_1,DisO2_1,Depth_2,Temp_2,pH_2,Salinity_2,DisO2_2,BttmType1,BttmType2,BttmType3,BttmType4,BttmVeg1,BV1_PercComp,BttmVeg2,BV2_PercComp,BttmVeg3,BV3_PercComp,BttmVeg4,BV4_PercComp,BV_TotalCover
695,FKM10060102,0.7000000,24.714800000000000,-81.037999999999997,6/17/2010 10:43:00,0.7000000,32.0999985,8.0000000,38.5999985,9.3999996,0.2000000,32.0999985,8.0000000,38.5000000,7.5999999,M,,,,TH,9,AC,1,,,,,100
696,FKM10060103,0.6000000,24.763999999999999,-80.944266666666664,6/17/2010 11:42:00,0.6000000,32.5999985,8.1999998,38.7999992,10.1000004,0.2000000,32.5000000,8.1999998,38.7999992,8.3000002,S,,,,HA,7,AB,3,,,,,20
697,FKM10060104,0.7000000,24.757283333333334,-80.955583333333337,6/17/2010 12:03:00,0.7000000,33.2999992,8.3999996,37.9000015,9.5000000,0.2000000,33.2000008,8.3000002,38.7000008,8.8000002,S,,,,HA,X,,,,,,,70
698,FKM10060105,0.9000000,24.746783333333333,-80.967683333333326,6/17/2010 12:56:00,0.9000000,34.7000008,8.3999996,38.7000008,11.5000000,0.2000000,34.0000000,8.3999996,38.7000008,9.5000000,M,,,,HA,6,TH,4,,,,,90
699,FKM10060106,0.9000000,24.732333333333333,-80.994516666666669,6/17/2010 13:38:00,0.9000000,34.4000015,8.3000002,38.7999992,10.3000002,0.2000000,34.0999985,8.3000002,38.7000008,8.6000004,M,,,,HA,X,,,,,,,100
700,FKM10060107,0.9000000,24.727100000000000,-81.005733333333339,6/17/2010 14:19:00,0.9000000,34.7999992,8.3000002,38.2000008,12.1000004,0.2000000,34.7999992,8.3000002,38.7000008,10.3000002,M,,,,SY,5,HA,4,TH,1,,,100
701,FKM10060208,0.8000000,24.703516666666665,-81.073549999999997,6/29/2010 10:32:00,0.8000000,28.7999992,8.3000002,39.0999985,10.0000000,0.2000000,28.7000008,8.3000002,38.7999992,9.1999998,M,,,,HA,9,TH,1,,,,,100
702,FKM10060209,0.8000000,24.689183333333332,-81.101566666666670,6/29/2010 11:46:00,0.8000000,30.0000000,8.1999998,38.2999992,9.1999998,0.2000000,30.0000000,8.1999998,38.0999985,9.1000004,M,,,,TH,5,HA,5,,,,,100
703,FKM10060210,1.0000000,24.688666666666666,-81.103016666666662,6/29/2010 12:26:00,1.0000000,29.8999996,8.1999998,38.0000000,10.1000004,0.2000000,29.8999996,8.1999998,38.0000000,10.1999998,M,,,,TH,X,,,,,,,100
704,FKM10070101,0.5000000,24.762733333333333,-80.945466666666661,7/8/2010 9:49:00,0.2000000,29.6000004,8.1999998,37.2000008,6.8000002,0.5000000,29.6000004,8.1999998,37.2000008,7.1999998,M,,,,HA,9,TH,1,,,,,98
705,FKM10070102,0.3000000,24.757149999999999,-80.955383333333330,7/8/2010 10:22:00,0.3000000,29.6000004,8.3000002,37.2999992,6.4000001,,,,,,M,,,,HA,X,,,,,,,80
706,FKM10070103,0.7000000,24.749683333333333,-80.964849999999998,7/8/2010 10:54:00,0.2000000,30.2000008,8.3000002,37.5999985,7.5999999,0.7000000,30.2000008,8.3000002,37.7000008,7.1999998,S,M,,,TH,8,SY,2,,,,,100
707,FKM10070104,0.9000000,24.730599999999999,-80.997383333333332,7/8/2010 12:05:00,0.2000000,31.0000000,8.1999998,38.2000008,7.9000001,0.7000000,31.0000000,8.1999998,38.0999985,7.8000002,M,,,,TH,X,,,,,,,100
708,FKM10070105,0.7000000,24.727300000000000,-81.005350000000007,7/8/2010 12:45:00,0.2000000,31.3999996,8.3000002,37.7999992,8.6999998,0.7000000,31.2999992,8.3000002,38.0000000,8.8000002,S,,,,TH,X,,,,,,,100
709,FKM10070106,0.8000000,24.712750000000000,-81.032683333333338,7/8/2010 13:26:00,0.2000000,32.7000008,8.5000000,37.5999985,11.1999998,0.8000000,32.7000008,8.5000000,37.7000008,11.5000000,S,,,,TH,X,,,,,,,100
710,FKM10070107,0.8000000,24.716216666666668,-81.034133333333330,7/8/2010 14:03:00,0.2000000,33.0000000,8.3999996,37.5999985,11.1000004,0.8000000,32.7999992,8.3999996,37.7999992,11.1999998,M,,,,TH,X,,,,,,,100
711,FKM10070108,0.8000000,24.703966666666666,-81.071299999999994,7/8/2010 14:43:00,0.2000000,32.0999985,8.3999996,36.7999992,8.8999996,0.8000000,31.7999992,8.5000000,37.0000000,10.3000002,M,,,,TH,X,,,,,,,100
712,FKM10070109,0.4000000,24.686216666666667,-81.092866666666666,7/8/2010 15:16:00,0.2000000,33.9000015,8.6000004,37.7000008,12.6000004,,,,,,S,,,,TH,X,,,,,,,100
713,FKM10070110,0.5000000,24.686733333333333,-81.105716666666666,7/8/2010 16:01:00,0.2000000,33.0999985,8.3999996,37.0999985,9.5000000,0.5000000,33.0999985,8.3999996,37.0999985,9.8000002,M,,,,TH,X,,,,,,,100
714,FKM10080201,0.8000000,24.760950000000001,-80.949416666666664,8/25/2010 9:00:00,0.2000000,29.7000008,8.1000004,36.4000015,2.9000001,0.8000000,29.7999992,8.1000004,36.5000000,2.9000001,S,,,,HA,7,TH,3,,,,,85
715,FKM10080202,0.8000000,24.755849999999999,-80.957099999999997,8/25/2010 9:45:00,0.2000000,29.8999996,8.1000004,36.2999992,3.0000000,0.8000000,29.8999996,8.1000004,36.4000015,3.0000000,S,,,,HA,X,,,,,,,100
716,FKM10080203,0.8000000,24.745799999999999,-80.967650000000006,8/25/2010 10:32:00,0.2000000,30.3999996,8.1999998,36.2999992,4.6999998,0.8000000,30.3999996,8.1999998,36.2999992,4.5999999,S,,,,TH,X,,,,,,,75
717,FKM10080204,0.7000000,24.730966666666667,-80.997749999999996,8/25/2010 11:10:00,0.2000000,30.0000000,8.0000000,36.2000008,3.5999999,0.8000000,30.0000000,8.0000000,36.2000008,3.8000000,S,,,,HA,9,TH,1,,,,,90
718,FKM10080205,0.9000000,24.729333333333333,-81.000916666666669,8/25/2010 11:36:00,0.2000000,30.7999992,8.1000004,36.0999985,4.4000001,0.9000000,30.7000008,8.1000004,36.0999985,4.1999998,S,,,,TH,X,,,,,,,100
719,FKM10080206,0.8000000,24.715983333333334,-81.032566666666668,8/25/2010 12:25:00,0.2000000,31.5000000,8.1000004,36.0000000,4.5000000,0.8000000,31.5000000,8.1000004,36.0000000,4.4000001,S,,,,TH,7,HA,2,AC,1,,,80
720,FKM10080207,0.8000000,24.715900000000001,-81.034916666666660,8/25/2010 13:00:00,0.2000000,31.7999992,8.1000004,36.0000000,4.8000002,0.8000000,31.7999992,8.1000004,36.0000000,4.5000000,H,,,,TH,5,LA,5,,,,,85
721,FKM10080208,1.1000000,24.701000000000001,-81.073599999999999,8/25/2010 13:50:00,0.2000000,31.3999996,8.1000004,34.5000000,5.1999998,1.1000000,31.7999992,8.1999998,35.0999985,6.0999999,S,,,,TH,X,,,,,,,100
722,FKM10080209,0.6000000,24.686950000000000,-81.093416666666670,8/25/2010 14:15:00,0.2000000,33.0999985,8.3000002,35.9000015,5.5999999,0.6000000,33.0000000,8.3000002,35.9000015,5.3000002,S,,,,TH,X,,,,,,,100
723,FKM10080210,1.2000000,24.686183333333332,-81.101066666666668,8/25/2010 15:03:00,0.2000000,32.0999985,8.1000004,35.7999992,5.0000000,1.2000000,32.0000000,8.1000004,35.7999992,4.5999999,M,,,,TH,X,,,,,,,100
724,FKM10090101,0.8000000,24.763466666666666,-80.946200000000005,9/10/2010 9:25:00,0.2000000,29.7000008,8.1999998,35.2999992,6.9000001,0.8000000,29.7000008,8.1999998,35.2999992,6.3000002,S,,,,HA,X,,,,,,,90
725,FKM10090102,0.8000000,24.753650000000000,-80.960716666666670,9/10/2010 10:11:00,0.2000000,30.7000008,8.3000002,35.5000000,6.5999999,0.8000000,30.7000008,8.3000002,35.5000000,6.5000000,S,,,,AB,X,,,,,,,60
726,FKM10090103,0.9000000,24.745833333333334,-80.967583333333337,9/10/2010 10:40:00,0.2000000,31.1000004,8.1999998,35.5000000,6.6999998,0.9000000,31.0000000,8.1999998,35.5000000,6.5000000,S,,,,HA,5,TH,5,,,,,50
727,FKM10090104,0.8000000,24.731600000000000,-80.995999999999995,9/10/2010 11:27:00,0.2000000,31.1000004,8.0000000,34.7999992,5.9000001,0.8000000,31.1000004,8.0000000,34.7999992,5.5000000,S,,,,AG,3,HA,3,,,,,100
728,FKM10090105,0.6000000,24.728500000000000,-81.003100000000003,9/10/2010 12:14:00,0.6000000,31.7000008,8.0000000,35.0000000,6.3000002,0.2000000,31.7000008,8.0000000,35.0000000,5.5000000,S,,,,HA,X,,,,,,,75
729,FKM10090106,0.6000000,24.701233333333334,-81.074799999999996,9/10/2010 13:11:00,0.2000000,32.2999992,8.1999998,33.5999985,6.6999998,0.6000000,32.2999992,8.1999998,33.5999985,6.4000001,M,,,,TH,8,HA,2,,,,,100
730,FKM10090201,0.8000000,24.712750000000000,-81.030616666666660,9/14/2010 11:10:00,0.2000000,30.8999996,8.1999998,34.5999985,6.8000002,0.7500000,30.7999992,8.1999998,34.5999985,6.4000001,S,,,,TH,X,,,,,,,75
731,FKM10090202,1.1000000,24.716133333333332,-81.036050000000003,9/14/2010 11:45:00,0.2000000,30.5000000,8.1999998,34.7000008,6.4000001,1.1000000,30.6000004,8.1999998,34.7000008,5.9000001,M,,,,TH,X,,,,,,,90
732,FKM10090203,1.0000000,24.686833333333333,-81.092849999999999,9/14/2010 12:30:00,0.2000000,31.3999996,8.1999998,34.2999992,7.0000000,1.0000000,31.3999996,8.1999998,34.2999992,6.5999999,S,,,,TH,X,,,,,,,100
733,FKM10090204,1.0000000,24.687400000000000,-81.103366666666673,9/14/2010 13:15:00,0.2000000,31.1000004,8.3999996,34.5999985,7.8499999,1.0000000,31.1000004,8.3500004,34.7000008,6.9000001,M,,,,TH,X,,,,,,,100
734,FKM10100101,1.0000000,24.713016666666668,-81.030550000000005,10/13/2010 11:50:00,0.2000000,26.5000000,8.0000000,32.5000000,10.6999998,1.0000000,26.3999996,8.1000004,33.7999992,10.6000004,S,,,,TH,6,AM,4,,,,,70
735,FKM10100102,1.0000000,24.714666666666666,-81.038116666666667,10/13/2010 12:25:00,0.2000000,26.8999996,8.0000000,32.7000008,10.6999998,1.0000000,26.8999996,8.1000004,32.7000008,10.1999998,H,M,,,TH,8,HA,2,,,,,90
736,FKM10100103,0.8000000,24.729616666666665,-81.000799999999998,10/13/2010 13:16:00,0.2000000,28.1000004,8.1000004,32.2000008,12.8000002,0.8000000,28.0000000,8.0000000,32.2999992,12.1999998,M,,,,TH,6,HA,4,,,,,80
737,FKM10100104,0.9000000,24.732816666666668,-80.992783333333335,10/13/2010 14:00:00,0.2000000,27.7999992,7.9000001,32.2999992,11.8000002,0.9000000,27.7999992,8.0000000,32.5000000,11.3000002,M,,,,TH,7,AC,3,,,,,100
738,FKM10100105,0.7000000,24.747783333333334,-80.966983333333332,10/13/2010 14:40:00,0.2000000,29.7999992,8.3000002,32.0999985,16.5000000,0.7000000,27.8999996,8.1000004,32.7999992,11.8000002,M,,,,HA,X,,,,,,,85
739,FKM10100106,0.8000000,24.755366666666667,-80.957766666666672,10/13/2010 15:28:00,0.2000000,30.2999992,8.3000002,32.5000000,14.3000002,0.8000000,29.2000008,8.3999996,32.2999992,16.7000008,H,S,,,TH,7,HA,2,AC,1,,,80
740,FKM10100107,0.7000000,24.760766666666665,-80.949066666666667,10/13/2010 16:07:00,0.2000000,28.3999996,8.1999998,32.9000015,13.6999998,0.7000000,28.2999992,8.1999998,32.7999992,13.3000002,S,,,,TH,9,PE,1,,,,,100
741,FKM10100108,0.7000000,24.703050000000001,-81.072249999999997,10/13/2010 16:55:00,0.2000000,28.5000000,8.3999996,30.3999996,15.0000000,0.7000000,27.8999996,8.3000002,32.2000008,13.6000004,M,,,,TH,X,,,,,,,100
742,FKM10100109,0.7000000,24.687550000000002,-81.098900000000000,10/13/2010 17:35:00,0.2000000,28.7000008,8.3000002,32.2000008,13.3000002,0.7000000,28.0000000,8.3000002,33.4000015,13.0000000,M,,,,TH,9,LA,1,,,,,100
743,FKM10100110,0.7000000,24.686666666666667,-81.105633333333330,10/13/2010 18:11:00,0.2000000,27.8999996,8.1999998,33.0999985,12.1000004,0.7000000,27.7999992,8.1999998,33.2999992,11.3000002,M,,,,TH,X,,,,,,,100
744,FKM10110101,0.6000000,24.761949999999999,-80.946950000000001,11/10/2010 10:15:00,0.6000000,20.0000000,8.1000004,35.2999992,11.6000004,0.2000000,20.0000000,8.1000004,35.2000008,11.8000002,M,,,,TH,X,,,,,,,95
745,FKM10110102,0.8000000,24.752166666666668,-80.962116666666660,11/10/2010 10:45:00,0.2000000,19.7000008,8.1000004,35.0999985,12.0000000,0.8000000,19.6000004,8.1000004,35.0999985,11.5000000,M,,,,TH,X,,,,,,,98
746,FKM10110103,0.7000000,24.749433333333332,-80.965416666666670,11/10/2010 11:11:00,0.7000000,20.7000008,8.1000004,35.2000008,12.1999998,0.2000000,20.7999992,8.1000004,35.0000000,12.5000000,M,,,,HA,X,,,,,,,100
747,FKM10110104,0.8000000,24.730333333333334,-80.999466666666663,11/10/2010 11:45:00,0.8000000,21.1000004,8.1000004,35.0000000,12.6000004,0.2000000,21.2000008,8.1000004,34.9000015,12.8000002,M,,,,HA,9,TH,1,,,,,70
748,FKM10110105,0.7000000,24.728716666666667,-81.002083333333331,11/10/2010 12:17:00,0.7000000,20.7999992,8.1999998,34.9000015,11.6000004,0.2000000,20.7999992,8.1000004,34.9000015,11.3999996,S,,,,HA,8,TH,2,,,,,100
749,FKM10110106,0.8000000,24.713300000000000,-81.029383333333328,11/10/2010 13:01:00,0.8000000,20.6000004,8.1000004,35.2000008,11.5000000,0.2000000,20.6000004,8.1000004,35.2000008,12.1000004,S,,,,TH,X,,,,,,,75
750,FKM10110107,1.0000000,24.714549999999999,-81.037933333333328,11/10/2010 13:55:00,0.2000000,20.8999996,8.1000004,34.7000008,12.1000004,1.0000000,21.0000000,8.1000004,34.7000008,12.1999998,S,,,,TH,5,HA,5,,,,,70
751,FKM10110208,0.9000000,24.686699999999998,-81.107833333333332,11/11/2010 9:53:00,0.2000000,21.1000004,8.1000004,34.7000008,11.8999996,0.9000000,21.1000004,8.1000004,34.7000008,11.6999998,M,,,,TH,X,,,,,,,100
752,FKM10110209,0.8000000,24.687333333333335,-81.094366666666673,11/11/2010 10:27:00,0.2000000,21.3999996,8.1999998,34.7000008,12.1999998,0.8000000,21.2999992,8.1999998,34.7000008,12.1000004,M,,,,TH,9,LA,1,,,,,100
753,FKM10110210,0.7000000,24.710083333333333,-81.070783333333338,11/11/2010 11:11:00,0.2000000,21.7999992,8.1999998,34.7000008,12.3000002,0.7000000,21.7999992,8.1999998,34.7000008,11.3999996,M,,,,HA,X,,,,,,,100
754,FKM10120101,0.6000000,24.760850000000001,-80.949399999999997,12/8/2010 9:30:00,0.6000000,13.8999996,8.1999998,35.2000008,12.6000004,0.2000000,13.8999996,8.1999998,35.2000008,12.3999996,M,,,,TH,X,,,,,,,60
755,FKM10120102,0.4000000,24.756533333333334,-80.956833333333336,12/8/2010 10:00:00,0.4000000,13.3999996,8.1999998,35.5999985,12.8999996,,,,,,M,,,,HA,X,,,,,,,60
756,FKM10120103,0.7000000,24.747983333333334,-80.965133333333327,12/8/2010 10:35:00,0.7000000,15.1999998,8.1999998,35.4000015,12.3000002,0.2000000,15.1999998,8.1999998,35.4000015,12.1000004,M,,,,TH,8,LA,2,,,,,40
757,FKM10120104,0.7000000,24.733016666666668,-80.992800000000003,12/8/2010 11:05:00,0.7000000,15.8000002,8.1999998,35.9000015,12.1999998,0.2000000,15.8000002,8.1999998,35.9000015,12.1000004,M,,,,HA,X,,,,,,,100
758,FKM10120105,0.8000000,24.728800000000000,-81.002399999999994,12/8/2010 11:45:00,0.8000000,16.2000008,8.1000004,34.9000015,11.6999998,0.2000000,16.1000004,8.1000004,34.9000015,11.6000004,M,,,,HA,9,TH,1,,,,,70
759,FKM10120106,0.8000000,24.716083333333334,-81.028999999999996,12/8/2010 12:20:00,0.8000000,17.7000008,8.1999998,34.7000008,12.1000004,0.2000000,17.7000008,8.1999998,34.7000008,11.8000002,M,,,,TH,X,,,,,,,95
760,FKM10120107,0.8000000,24.714849999999998,-81.037666666666667,12/8/2010 13:00:00,0.8000000,17.5000000,8.1999998,34.4000015,12.6000004,0.2000000,17.3999996,8.1999998,34.4000015,12.5000000,M,,,,HA,X,,,,,,,100
761,FKM10120108,0.5000000,24.701016666666668,-81.074500000000000,12/8/2010 13:30:00,0.5000000,17.6000004,8.3999996,36.4000015,14.8000002,,,,,,M,,,,HA,X,,,,,,,50
762,FKM10120109,0.7000000,24.688250000000000,-81.095900000000000,12/8/2010 14:10:00,0.7000000,18.1000004,8.1999998,36.0000000,13.6999998,0.2000000,18.1000004,8.1999998,36.0999985,14.1000004,M,,,,TH,X,,,,,,,100
763,FKM10120110,0.6000000,24.686750000000000,-81.105549999999994,12/8/2010 14:40:00,0.6000000,17.2999992,8.3000002,36.0000000,14.5000000,0.2000000,17.2999992,8.3000002,36.0000000,14.5000000,M,,,,TH,X,,,,,,,100
764,FKM11010101,0.4500000,24.761583333333334,-80.947500000000005,1/18/2011 11:22:00,0.2000000,22.5000000,7.9000001,33.9000015,7.8000002,0.4500000,22.5000000,7.9000001,33.9000015,7.9000001,S,,,,TH,9,,,,,,,85
765,FKM11010102,0.5000000,24.753699999999998,-80.960083333333330,1/18/2011 11:53:00,0.2000000,24.8999996,7.8000002,34.2999992,8.5000000,0.5000000,24.2000008,7.8000002,34.2000008,9.0000000,M,,,,TH,5,HA,5,,,,,98
766,FKM11010103,0.5000000,24.750366666666668,-80.962683333333331,1/18/2011 12:24:00,0.2000000,22.6000004,7.8000002,34.0999985,8.3000002,0.5000000,22.0000000,7.8000002,34.0999985,8.1000004,S,,,,LA,7,,,,,,,90
767,FKM11010104,0.5500000,24.730799999999999,-80.997333333333330,1/18/2011 13:05:00,0.2000000,23.6000004,7.8000002,34.5000000,9.8000002,0.5500000,23.5000000,7.8000002,34.5000000,10.0000000,M,,,,TH,9,,,,,,,100
768,FKM11010105,0.5000000,24.729016666666666,-81.001333333333335,1/18/2011 13:44:00,0.2000000,23.7000008,7.9000001,34.5999985,11.3000002,0.5000000,23.3999996,7.9000001,34.5999985,11.3000002,M,,,,TH,8,PE,1,LA,1,AC,1,98
769,FKM11010106,0.5000000,24.717166666666667,-81.030016666666668,1/18/2011 14:20:00,0.2000000,21.7000008,7.8000002,34.5999985,8.6000004,0.5000000,21.7000008,7.8000002,34.5999985,8.5000000,M,,,,TH,X,,,,,,,100
770,FKM11010201,0.7000000,24.688166666666667,-81.103233333333336,1/19/2011 9:08:00,0.2000000,22.3999996,7.5999999,34.0999985,4.9000001,0.7000000,22.3999996,7.5999999,34.2000008,4.3000002,M,,,,TH,8,AC,1,PE,1,,,99
771,FKM11010202,0.7000000,24.688616666666668,-81.102450000000005,1/19/2011 9:39:00,0.2000000,22.7000008,7.5999999,34.5000000,4.4000001,0.7000000,22.7000008,7.5000000,34.4000015,3.5999999,M,,,,TH,X,,,,,,,98
772,FKM11010203,0.5000000,24.702116666666665,-81.073366666666672,1/19/2011 10:20:00,0.2000000,22.0000000,7.6999998,34.9000015,6.4000001,0.5000000,22.0000000,7.6999998,34.9000015,6.4000001,S,,,,TH,5,HA,5,,,,,70
773,FKM11010204,0.7000000,24.717166666666667,-81.036683333333329,1/19/2011 11:00:00,0.2000000,22.8999996,7.6999998,34.2999992,6.6999998,0.7000000,22.8999996,7.6999998,34.2999992,6.5999999,M,,,,TH,X,,,,,,,90
774,FKM11020101,0.3000000,24.762650000000001,-80.945883333333327,2/7/2011 9:20:00,0.3000000,24.2000008,7.9000001,35.5999985,7.6999998,,,,,,S,,,,TH,X,,,,,,,25
775,FKM11020102,0.5000000,24.757200000000001,-80.955533333333335,2/7/2011 9:50:00,0.2000000,25.0000000,7.9000001,35.7999992,7.6999998,0.5000000,25.0000000,7.9000001,35.7999992,8.0000000,M,,,,HA,X,,,,,,,60
776,FKM11020103,0.5000000,24.748216666666668,-80.966666666666669,2/7/2011 10:28:00,0.2000000,24.8999996,8.0000000,35.7000008,9.8000002,0.5000000,24.8999996,8.0000000,35.7000008,9.6000004,M,,,,HA,X,,,,,,,90
777,FKM11020104,0.3000000,24.731583333333333,-80.996099999999998,2/7/2011 11:19:00,0.3000000,25.6000004,7.8000002,35.5999985,7.0999999,,,,,,S,,,,HA,5,TH,5,,,,,80
778,FKM11020105,0.5000000,24.726749999999999,-81.006450000000001,2/7/2011 11:50:00,0.5000000,25.8999996,7.9000001,35.5999985,8.8000002,0.2000000,26.0000000,7.9000001,35.7000008,8.3000002,S,,,,TH,X,,,,,,,30
779,FKM11020106,0.7000000,24.713249999999999,-81.029383333333328,2/7/2011 12:52:00,0.7000000,24.6000004,8.0000000,35.5000000,9.1999998,0.2000000,24.5000000,8.0000000,35.5000000,9.1000004,S,,,,TH,X,,,,,,,40
780,FKM11020107,0.7000000,24.714733333333335,-81.037750000000003,2/7/2011 13:27:00,0.2000000,25.6000004,8.0000000,35.4000015,9.3999996,0.7000000,25.6000004,8.0000000,35.4000015,9.3999996,M,,,,TH,X,,,,,,,75
781,FKM11020108,0.4000000,24.701400000000000,-81.073866666666660,2/7/2011 14:06:00,0.4000000,28.2000008,8.1000004,35.7999992,11.8999996,,,,,,M,,,,TH,X,,,,,,,90
782,FKM11020109,0.5000000,24.687666666666665,-81.097633333333334,2/7/2011 14:41:00,0.2000000,27.3999996,8.1000004,35.7000008,11.0000000,0.5000000,27.3999996,8.0000000,35.5999985,11.5000000,M,,,,TH,X,,,,,,,90
783,FKM11020110,0.5000000,24.686599999999999,-81.104749999999996,2/7/2011 15:16:00,0.2000000,27.3999996,8.1000004,35.7000008,11.8000002,0.5000000,27.3999996,8.1000004,35.5999985,11.8999996,M,,,,TH,X,,,,,,,100
784,FKM11030101,0.5000000,24.761416666666666,-80.947933333333339,3/2/2011 10:13:00,0.2000000,24.8999996,8.1000004,36.4000015,15.1999998,0.5000000,24.8999996,8.0000000,36.5000000,14.3000002,M,,,,TH,X,,,,,,,70
785,FKM11030102,0.6000000,24.759916666666665,-80.950800000000001,3/2/2011 10:39:00,0.2000000,24.5000000,8.0000000,36.7999992,15.1999998,0.6000000,24.5000000,8.0000000,36.7999992,13.8000002,M,,,,TH,X,,,,,,,95
786,FKM11030103,0.4000000,24.749300000000002,-80.963083333333330,3/2/2011 11:01:00,0.4000000,25.2000008,8.1999998,36.4000015,17.0000000,,,,,,S,,,,TH,X,,,,,,,78
787,FKM11030104,0.4000000,24.730850000000000,-80.997349999999997,3/2/2011 11:37:00,0.2000000,25.8999996,8.1999998,36.0999985,16.8999996,,,,,,M,,,,TH,X,,,,,,,100
788,FKM11030105,0.5000000,24.729266666666668,-81.000933333333336,3/2/2011 12:01:00,0.2000000,25.3999996,8.1000004,35.7000008,15.1999998,0.5000000,25.3999996,8.1000004,35.7000008,14.6999998,S,,,,TH,X,,,,,,,100
789,FKM11030106,0.4000000,24.717416666666665,-81.029600000000002,3/2/2011 12:34:00,0.2000000,25.5000000,8.1000004,36.0999985,16.1000004,0.2000000,,,,,S,,,,TH,X,,,,,,,100
790,FKM11030107,0.5000000,24.719766666666665,-81.031616666666665,3/2/2011 12:58:00,0.2000000,25.7000008,8.1999998,36.0999985,16.7999992,0.5000000,25.7000008,8.1000004,36.0999985,15.6999998,M,,,,TH,X,,,,,,,70
791,FKM11030108,0.5000000,24.702349999999999,-81.072566666666660,3/2/2011 13:33:00,0.2000000,25.7000008,8.0000000,35.7999992,17.0000000,0.5000000,25.7000008,8.1000004,35.7999992,16.7999992,M,,,,TH,X,,,,,,,100
792,FKM11030109,0.5000000,24.687033333333332,-81.098333333333329,3/2/2011 14:09:00,0.2000000,26.7000008,8.1999998,36.2000008,17.0000000,0.5000000,26.7000008,8.1999998,36.2000008,17.0000000,M,,,,TH,X,,,,,,,100
793,FKM11030110,0.2000000,24.686466666666668,-81.104216666666673,3/2/2011 14:37:00,0.2000000,26.8999996,8.3000002,36.2999992,17.0000000,,,,,,M,,,,TH,X,,,,,,,100
794,FKM11040101,0.5000000,24.763066666666667,-80.945366666666672,4/6/2011 9:41:00,0.5000000,24.7000008,8.1000004,36.7000008,4.8000002,,,,,,M,,,,TH,5,HA,5,,,,,70
795,FKM11040102,0.6000000,24.755800000000001,-80.957183333333333,4/6/2011 10:13:00,0.2000000,26.2000008,8.1999998,36.0999985,6.8000002,0.6000000,26.2000008,8.1999998,36.0999985,6.6999998,S,M,,,HA,9,AG,1,,,,,40
796,FKM11040103,0.5000000,24.746566666666666,-80.967100000000002,4/6/2011 10:48:00,0.2000000,26.2000008,8.1000004,36.2999992,5.9000001,0.5000000,26.2000008,8.1000004,36.2999992,5.8000002,S,,,,HA,5,AG,5,,,,,60
797,FKM11040104,0.5000000,24.731433333333335,-80.996166666666667,4/6/2011 11:33:00,0.2000000,26.8999996,8.1000004,36.4000015,6.0999999,0.5000000,26.8999996,8.1000004,36.4000015,6.0999999,M,,,,HA,X,,,,,,,50
798,FKM11040105,0.6500000,24.727799999999998,-81.004199999999997,4/6/2011 12:03:00,0.2000000,26.8999996,8.0000000,36.5000000,6.5000000,0.6500000,26.8999996,8.0000000,36.5000000,6.5000000,S,,,,HA,8,TH,2,,,,,50
799,FKM11040106,0.7500000,24.712616666666666,-81.032150000000001,4/6/2011 12:46:00,0.2000000,27.3999996,8.1999998,36.0999985,6.6999998,0.7500000,27.3999996,8.1999998,36.0999985,6.5999999,S,,,,TH,X,,,,,,,90
800,FKM11040107,0.8000000,24.714449999999999,-81.037733333333335,4/6/2011 13:17:00,0.2000000,27.7000008,8.3000002,36.0999985,8.1000004,0.8000000,27.7000008,8.3000002,36.0999985,8.0000000,D,S,H,,TH,3,AC,3,AB,3,,,80
801,FKM11040108,0.7000000,24.702833333333334,-81.072483333333338,4/6/2011 13:53:00,0.2000000,29.0000000,8.3999996,36.9000015,9.3999996,0.7000000,29.1000004,8.3999996,36.7999992,9.5000000,M,,,,TH,8,HA,2,,,,,80
802,FKM11040109,0.5000000,24.687266666666666,-81.099199999999996,4/6/2011 14:27:00,0.2000000,28.6000004,8.1999998,36.5000000,8.8000002,0.5000000,28.7000008,8.1999998,36.5000000,9.0000000,M,,,,TH,9,AC,1,,,,,100
803,FKM11040110,0.7000000,24.686399999999999,-81.101799999999997,4/6/2011 15:02:00,0.2000000,29.7000008,8.3999996,36.4000015,9.8000002,0.7000000,29.7000008,8.3999996,36.4000015,9.8000002,M,,,,TH,X,,,,,,,95
804,FKM11050101,0.6000000,24.760999999999999,-80.949233333333339,5/4/2011 9:35:00,0.2000000,26.2000008,8.3000002,37.2000008,7.3000002,0.6000000,26.3999996,8.3000002,37.0999985,7.4000001,S,,,,TH,6,LA,4,,,,,90
805,FKM11050102,0.6000000,24.752566666666667,-80.962199999999996,5/4/2011 10:15:00,0.2000000,26.8999996,8.3999996,37.4000015,7.0000000,0.6000000,26.8999996,8.3999996,37.2999992,7.3000002,S,,,,HA,6,AG,3,TH,1,,,50
806,FKM11050103,0.8000000,24.748333333333335,-80.964250000000007,5/4/2011 10:40:00,0.2000000,27.1000004,8.3999996,37.2999992,6.6999998,0.8000000,27.1000004,8.3999996,37.2000008,6.9000001,S,,,,TH,9,AC,1,,,,,70
807,FKM11050104,0.6000000,24.730566666666668,-80.998916666666673,5/4/2011 11:22:00,0.2000000,28.0000000,8.3000002,38.0000000,6.8000002,0.6000000,27.8999996,8.3000002,38.0000000,6.6999998,M,,,,HA,8,TH,1,CA,1,,,90
